('haughts', 3.999934850941413)
('holy', 1.9808185604943402)
('horrors', 2.8238435918857316)
('see', 0.7632716522380034)
('east', 1.7223256366373219)
('amherst', 2.721181249988584)
('street', 1.736298782353305)
('buffalo', 2.088777242201436)
('new', 0.720381969791027)
('york', 1.5264478808768445)
('alternate', 2.5685710867824256)
('address', 1.3962493013267132)
('may', 0.6516299878932522)
('newer', 2.157950046351299)
('older', 1.9225669456572565)
('glenn', 2.408870243914914)
('drive', 1.234266296182399)
('ny', 1.6288669886696767)
('humanism', 3.2595721614471693)
('promoting', 2.6288669886696767)
('black', 1.514213424459833)
('secular', 2.4376419864849384)
('uncovering', 3.3978748596134505)
('history', 1.4190098752657936)
('freethought', 3.8238435918857316)
('quarterly', 2.7568968022551186)
('newsletter', 2.53011283496325)
('aah', 3.999934850941413)
('examiner', 2.869601082446407)
('norm', 2.63820701492382)
('allen', 1.9507168282712313)
('jr', 1.9870976262362408)
('african', 2.63820701492382)
('americans', 1.8282083972881817)
('united', 1.685014794948993)
('kingdom', 2.1456288091403324)
('rationalist', 3.6989048552774317)
('association', 1.999934850941413)
('national', 1.3329491326117524)
('society', 1.540542363182182)
('islington', 3.999934850941413)
('high', 1.2092978890097097)
('holloway', 3.1870214942985573)
('london', 2.0529915802435874)
('ew', 3.6989048552774317)
('nl', 2.288127621900222)
('british', 1.8663959425711953)
('humanist', 3.022211245652565)
('south', 1.7606353718145205)
('place', 1.1680650766609113)
('ethical', 2.576688977004605)
('lambs', 3.6019948422693755)
('conduit', 3.2595721614471693)
('passage', 2.2517468239352127)
('conway', 3.2595721614471693)
('hall', 1.915358573007082)
('wcr', 3.999934850941413)
('rh', 3.0456923415020882)
('red', 1.5574550818769644)
('lion', 3.07051592522712)
('square', 2.1870214942985573)
('rl', 3.2595721614471693)
('freethinker', 3.999934850941413)
('monthly', 2.3715459208911014)
('magazine', 1.8663959425711953)
('founded', 2.3715459208911014)
('germany', 1.6506573234734576)
('ibka', 3.999934850941413)
('ev', 3.346722337166069)
('bund', 3.6019948422693755)
('der', 2.4880514899625386)
('und', 2.885991498634576)
('atheisten', 3.999934850941413)
('postfach', 3.3009648466053942)
('berlin', 2.584961502970595)
('journal', 2.151745733950014)
('miz', 3.999934850941413)
('materialien', 3.999934850941413)
('informationen', 3.999934850941413)
('zur', 3.5228135962217504)
('zeit', 3.5228135962217504)
('politisches', 3.999934850941413)
('hrsg', 3.999934850941413)
('mizvertrieb', 3.999934850941413)
('ibdk', 3.999934850941413)
('bucherdienst', 3.999934850941413)
('hannover', 3.3978748596134505)
('thomas', 1.5908474814935778)
('disch', 3.999934850941413)
('santa', 2.07051592522712)
('claus', 3.221783600557769)
('compromise', 2.275658981340624)
('short', 1.495463988446994)
('story', 1.5527768195991938)
('ultimate', 2.2675410911184444)
('proof', 1.7798267629013578)
('exists', 1.589157617564203)
('characters', 2.2217836005577696)
('events', 1.6978204739852119)
('fictitious', 3.5228135962217504)
('similarity', 2.885991498634576)
('living', 1.5993968615494667)
('dead', 1.4827389529914388)
('gods', 1.6161194849609817)
('uh', 2.288127621900222)
('well', 0.7062409001956474)
('walter', 2.4436323501741257)
('miller', 2.0529915802435874)
('canticle', 3.999934850941413)
('leibowitz', 3.999934850941413)
('gem', 3.022211245652565)
('post', 1.1196930750459326)
('atomic', 2.3614455939867756)
('doomsday', 3.8238435918857316)
('novel', 2.6989048552774317)
('monks', 3.3978748596134505)
('spent', 1.8961311299854562)
('lives', 1.6777155562074937)
('copying', 2.494784872621507)
('blueprints', 3.8238435918857316)
('saint', 2.431733126874418)
('filling', 2.6777155562074935)
('sheets', 2.6777155562074935)
('paper', 1.6818715159786515)
('ink', 2.6989048552774317)
('leaving', 2.0337931182023805)
('white', 1.4781432013022895)
('letters', 1.9565725729202834)
('edgar', 2.6777155562074935)
('pangborn', 3.999934850941413)
('davy', 3.3978748596134505)
('set', 1.1435080784711684)
('clerical', 3.4558668065911373)
('states', 1.484723546613611)
('church', 1.6288669886696767)
('example', 1.2085951469762735)
('forbids', 3.0968448639494692)
('anyone', 0.7390290832916129)
('produce', 1.8400670038488462)
('describe', 1.9892109855496398)
('use', 0.7219820039026036)
('substance', 2.288127621900222)
('containing', 2.091449832062763)
('atoms', 2.4684559338991576)
('philip', 2.4880514899625386)
('dick', 2.218179476288944)
('wrote', 1.115139486992432)
('many', 0.7931089749095632)
('philosophical', 2.403337755314953)
('stories', 2.0021117701956874)
('novels', 3.3009648466053942)
('bizarre', 2.5685710867824256)
('times', 1.2257829919867025)
('approachable', 3.999934850941413)
('mainly', 2.083480902391488)
('sf', 2.2635383486647704)
('truth', 1.500247768323009)
('rather', 1.111755357023088)
('technology', 1.212474376422998)
('although', 1.3550041430278257)
('often', 1.3520630856351805)
('believed', 1.8826635552856488)
('met', 2.010930235242876)
('sort', 1.367984024682196)
('god', 1.1725655778875876)
('remained', 2.4436323501741257)
('sceptical', 2.999934850941413)
('amongst', 2.408870243914914)
('following', 1.1817089573274575)
('relevance', 2.584961502970595)
('galactic', 2.838566848706438)
('pothealer', 3.999934850941413)
('fallible', 3.2595721614471693)
('alien', 2.5085731571071404)
('deity', 2.6477523328300503)
('summons', 3.3009648466053942)
('group', 1.1134441257689311)
('earth', 1.4820794320113844)
('craftsmen', 3.8238435918857316)
('women', 1.6270228479713065)
('remote', 1.9645051127568647)
('planet', 1.9665110954544633)
('raise', 1.9585421657831878)
('giant', 2.5085731571071404)
('cathedral', 3.5228135962217504)
('beneath', 2.838566848706438)
('oceans', 3.6019948422693755)
('begins', 2.279775547535456)
('demand', 1.999934850941413)
('faith', 1.6188197702315623)
('earthers', 3.6989048552774317)
('joe', 1.723473046768169)
('fernwright', 3.999934850941413)
('unable', 1.9977687891849052)
('comply', 2.9207536048937883)
('polished', 3.2595721614471693)
('ironic', 2.6477523328300503)
('amusing', 2.431733126874418)
('maze', 3.221783600557769)
('death', 1.4478753167535285)
('noteworthy', 3.0456923415020882)
('description', 1.8961311299854562)
('valis', 3.6989048552774317)
('schizophrenic', 3.8238435918857316)
('hero', 2.769485929563139)
('searches', 2.5228135962217504)
('hidden', 2.2040548335973376)
('mysteries', 2.8238435918857316)
('gnostic', 3.3978748596134505)
('christianity', 1.6766827507697257)
('reality', 1.7269335788776754)
('fired', 2.073078141991721)
('brain', 1.9135750202666646)
('pink', 2.576688977004605)
('laser', 2.1395968443704194)
('beam', 2.403337755314953)
('unknown', 1.999934850941413)
('possibly', 1.6892415385980524)
('divine', 2.207543161443159)
('origin', 2.0579267979191)
('accompanied', 2.795814868285488)
('dogmatic', 3.022211245652565)
('dismissively', 3.999934850941413)
('friend', 1.5466165108943752)
('odd', 2.1106331484351024)
('invasion', 2.279775547535456)
('invades', 3.3978748596134505)
('making', 1.3200529088285506)
('young', 1.608999743838034)
('woman', 1.920753604893788)
('pregnant', 2.6019948422693755)
('returns', 2.323241241316546)
('another', 0.9623091810266938)
('star', 1.9956134771587704)
('system', 0.7590113721471579)
('unfortunately', 1.6063596476718254)
('terminally', 3.4558668065911373)
('ill', 1.1999054916972787)
('must', 1.0008043096540418)
('assisted', 2.8238435918857316)
('man', 1.2587832520896278)
('whose', 1.631647966039282)
('wired', 2.688180989885659)
('hour', 1.9934688086921812)
('easy', 1.4484848529685377)
('listening', 2.113444125768931)
('margaret', 3.154836810927156)
('atwood', 3.6989048552774317)
('handmaids', 3.999934850941413)
('tale', 2.769485929563139)
('premise', 2.3564821744552256)
('congress', 1.8696010824464069)
('mysteriously', 3.5228135962217504)
('assassinated', 3.4558668065911373)
('quickly', 1.8569200506873178)
('take', 0.9167907077983607)
('charge', 1.797174163548213)
('nation', 1.9317489891952513)
('right', 0.8323221782138829)
('diary', 3.0968448639494692)
('womans', 2.869601082446407)
('life', 1.1937548769575257)
('tries', 2.2556418678187367)
('live', 1.3232412413165464)
('christian', 1.2927906625989678)
('theocracy', 3.8238435918857316)
('womens', 2.657512170119207)
('property', 1.9546118721547554)
('revoked', 3.221783600557769)
('bank', 2.0529915802435874)
('accounts', 2.1307031312104368)
('closed', 1.7785206130990743)
('sinful', 2.63820701492382)
('luxuries', 3.5228135962217504)
('outlawed', 2.9787455518714747)
('radio', 1.5489163987859556)
('used', 0.854583034382952)
('readings', 2.9030248379333567)
('crimes', 2.12777857819312)
('punished', 2.5016242971518126)
('retroactively', 3.8238435918857316)
('doctors', 2.0808567585653392)
('performed', 2.151745733950014)
('legal', 1.6325789299153939)
('abortions', 2.584961502970595)
('old', 1.1523621917993008)
('hunted', 3.4558668065911373)
('hanged', 2.9787455518714747)
('atwoods', 3.999934850941413)
('writing', 1.7386719821489194)
('style', 2.0222112456525654)
('difficult', 1.6270228479713065)
('first', 0.8075067956102058)
('grows', 2.688180989885659)
('chilling', 3.07051592522712)
('goes', 1.4011443441782978)
('authors', 2.151745733950014)
('somewhat', 1.8810090981156362)
('dull', 2.7568968022551186)
('rambling', 3.154836810927156)
('work', 0.8808439985196912)
('criticized', 3.022211245652565)
('however', 1.0375655152713918)
('probably', 1.0413709677194456)
('worth', 1.5057802569229701)
('reading', 1.431146638626066)
('youll', 1.608999743838034)
('know', 0.5322527662277305)
('fuss', 3.0456923415020882)
('different', 1.0853272831703324)
('versions', 1.9243878895488822)
('make', 0.7538057252779766)
('sure', 0.9480109348953064)
('true', 1.1095138321404987)
('nonfiction', 3.4558668065911373)
('peter', 1.556671863482718)
('de', 1.744662345838107)
('rosa', 2.939237010587801)
('vicars', 3.999934850941413)
('christ', 1.6297920038903109)
('bantam', 3.5228135962217504)
('seems', 1.0240437145396202)
('even', 0.7248539524845544)
('catholic', 2.0408934586203196)
('enlighting', 3.999934850941413)
('papal', 3.124873587549713)
('adulteries', 3.999934850941413)
('fallacies', 3.3009648466053942)
('etc', 1.008044547005388)
('german', 2.0432862717362097)
('translation', 2.048111815625501)
('gottes', 3.999934850941413)
('erste', 3.6989048552774317)
('diener', 3.999934850941413)
('die', 1.6344468660505134)
('dunkle', 3.999934850941413)
('seite', 3.999934850941413)
('des', 1.9725852431666564)
('papsttums', 3.999934850941413)
('droemerknaur', 3.999934850941413)
('michael', 1.304015598110013)
('martin', 1.9892109855496398)
('justification', 2.2040548335973376)
('temple', 2.2675410911184444)
('university', 0.40781363347552824)
('philadelphia', 2.157950046351299)
('detailed', 2.1642442794489876)
('scholarly', 2.6477523328300503)
('outstanding', 2.744662345838107)
('appendix', 3.3009648466053942)
('defining', 2.5527768195991936)
('terminology', 2.6107687665768804)
('usage', 2.218179476288944)
('necessarily', 1.540542363182182)
('tendentious', 3.6019948422693755)
('argues', 2.853806815263175)
('negative', 2.136611990820957)
('ie', 1.3404940690710951)
('nonbelief', 3.8238435918857316)
('existence', 1.7507364935503)
('also', 0.6437177167216778)
('positive', 1.915358573007082)
('belief', 1.769485929563139)
('nonexistence', 2.838566848706438)
('includes', 1.6179178083665446)
('great', 1.085856265552301)
('refutations', 3.2595721614471693)
('challenging', 2.9030248379333567)
('arguments', 1.7811368528296754)
('particular', 1.4860516653303202)
('attention', 1.8209579036482435)
('paid', 1.790419836398782)
('refuting', 3.2595721614471693)
('contempory', 3.999934850941413)
('theists', 2.462115755868139)
('platinga', 3.999934850941413)
('swinburne', 3.6989048552774317)
('pages', 1.9243878895488822)
('hardcover', 3.124873587549713)
('paperback', 2.7824509067275067)
('case', 0.9995007734620943)
('comprehensive', 2.420151254324603)
('critique', 2.958542165783188)
('considers', 2.4814209110635255)
('best', 1.0522561110044764)
('contemporary', 2.657512170119207)
('defences', 3.8238435918857316)
('ultimately', 2.3419234542843004)
('demonstrates', 2.5685710867824256)
('unsupportable', 3.6989048552774317)
('andor', 1.7606353718145205)
('incoherent', 3.154836810927156)
('turner', 2.4558668065911373)
('without', 0.9705510732562033)
('creed', 2.999934850941413)
('johns', 2.2040548335973376)
('hopkins', 2.170631078110388)
('baltimore', 2.167425938235177)
('md', 1.7568968022551186)
('subtitled', 3.999934850941413)
('origins', 2.474890043904568)
('unbelief', 3.8238435918857316)
('america', 1.6715552475026751)
('examines', 3.6019948422693755)
('way', 0.745870398027075)
('whether', 1.2290828392992688)
('agnostic', 2.688180989885659)
('atheistic', 3.07051592522712)
('became', 1.889345140642164)
('mainstream', 2.449706497886319)
('alternative', 1.8826635552856488)
('worldview', 3.221783600557769)
('focusses', 3.8238435918857316)
('period', 1.6535818764907744)
('considering', 1.7374837612109835)
('france', 2.167425938235177)
('britain', 2.425903583213694)
('emphasis', 2.3924798277267443)
('particularly', 1.721181249988584)
('england', 1.9892109855496398)
('developments', 2.769485929563139)
('neither', 1.5677675814988248)
('religious', 1.5466165108943752)
('secularization', 3.8238435918857316)
('intellectual', 2.2715810689201845)
('fate', 2.38188675422932)
('single', 1.413347546269658)
('idea', 1.2009391164975316)
('george', 1.702174339842279)
('seldes', 3.8238435918857316)
('editor', 2.029123240068895)
('thoughts', 1.8553606433317966)
('ballantine', 3.999934850941413)
('dictionary', 2.1395968443704194)
('quotations', 2.838566848706438)
('kind', 1.1961364429517387)
('concentrating', 3.1870214942985573)
('statements', 1.8026542928157936)
('writings', 2.2402670062517824)
('explicitly', 2.225417885212863)
('implicitly', 2.7824509067275067)
('present', 1.5606021571111504)
('persons', 1.929896984333658)
('philosophy', 2.1307031312104368)
('obscure', 2.576688977004605)
('suppressed', 2.769485929563139)
('opinions', 1.1725655778875876)
('popular', 1.8296731355464555)
('observations', 2.1162734157877954)
('traces', 2.838566848706438)
('expressed', 1.6604834096349723)
('twisted', 2.6477523328300503)
('centuries', 2.2715810689201845)
('quite', 1.1474548573045567)
('number', 1.0917179978520204)
('derived', 2.275658981340624)
('cardiffs', 3.999934850941413)
('men', 1.524990515476025)
('think', 0.6232666651308835)
('noyes', 2.999934850941413)
('views', 1.6410486465355438)
('richard', 1.6161194849609817)
('revised', 2.56060215711115)
('clarendon', 3.6989048552774317)
('paperbacks', 3.6989048552774317)
('oxford', 2.408870243914914)
('second', 1.1866875500438079)
('volume', 1.929896984333658)
('trilogy', 3.6989048552774317)
('began', 1.9685263866897889)
('coherence', 3.2595721614471693)
('theism', 2.6989048552774317)
('concluded', 2.4144741214329124)
('reason', 1.1520538534960376)
('attempts', 1.9870976262362408)
('construct', 2.6107687665768804)
('series', 1.563772203900657)
('inductive', 3.0456923415020882)
('rely', 2.1738600482405865)
('upon', 1.4697351527383309)
('imputation', 3.6989048552774317)
('late', 1.66850755442067)
('th', 1.431733126874418)
('century', 1.8978443254295763)
('western', 1.4820794320113844)
('values', 1.732763122538399)
('aesthetics', 3.2595721614471693)
('supposedly', 2.02450304243215)
('simple', 1.41054382780448)
('conceived', 2.7568968022551186)
('decisively', 3.6019948422693755)
('rejected', 2.259572161447169)
('mackies', 3.8238435918857316)
('miracle', 2.449706497886319)
('makes', 1.2054468042822433)
('attempt', 1.6756523956437204)
('rebut', 3.3009648466053942)
('mackie', 2.999934850941413)
('posthumous', 3.999934850941413)
('review', 1.8728300525766053)
('principal', 2.56060215711115)
('ranges', 2.7327631225383993)
('classical', 2.593394670507458)
('positions', 2.1050651941961602)
('descartes', 3.221783600557769)
('anselm', 3.5228135962217504)
('berkeley', 2.004299656343863)
('hume', 3.6989048552774317)
('et', 1.9354768617144944)
('al', 1.6261037058675827)
('moral', 1.687123024729325)
('newman', 2.869601082446407)
('kant', 3.5228135962217504)
('sidgwick', 3.999934850941413)
('recent', 1.6400993686015248)
('restatements', 3.8238435918857316)
('theses', 3.8238435918857316)
('plantinga', 3.999934850941413)
('push', 2.1078402482509326)
('concept', 1.8252936582809645)
('beyond', 1.6924388130282)
('realm', 2.688180989885659)
('rational', 2.190375136306145)
('kierkegaard', 3.5228135962217504)
('kung', 3.6989048552774317)
('philips', 2.6777155562074935)
('replacements', 2.795814868285488)
('lelies', 3.999934850941413)
('axiarchism', 3.999934850941413)
('delight', 3.1870214942985573)
('read', 0.9860447906129743)
('less', 1.2047502612589889)
('formalistic', 3.8238435918857316)
('better', 0.9625083530007893)
('martins', 3.2595721614471693)
('works', 1.2932170686046542)
('refreshingly', 3.999934850941413)
('direct', 1.7315909369903482)
('compared', 1.81241413010495)
('handwaving', 3.8238435918857316)
('haught', 3.999934850941413)
('illustrated', 2.939237010587801)
('murder', 1.786417093945108)
('madness', 2.869601082446407)
('looks', 1.4934298185365409)
('persecution', 2.494784872621507)
('ancient', 1.9870976262362408)
('day', 1.0946788021929617)
('library', 1.8012777639869904)
('catalog', 2.3664663953618263)
('card', 1.338595510935373)
('anthology', 3.8238435918857316)
('listing', 2.462115755868139)
('gordon', 1.9585421657831878)
('stein', 2.5527768195991936)
('rationalism', 3.6989048552774317)
('covering', 2.3871509942216775)
('wide', 1.8663959425711953)
('range', 1.749514848632519)
('subjects', 2.3614455939867756)
('devil', 2.3715459208911014)
('evil', 1.764406404033864)
('morality', 1.608117927328164)
('bibliography', 2.8096031527711216)
('edmund', 3.221783600557769)
('cohen', 2.6674963910258076)
('mind', 1.314641069554629)
('biblebeliever', 3.999934850941413)
('study', 1.6261037058675827)
('become', 1.4358608719642663)
('effect', 1.505084829261319)
('theres', 1.2927906625989678)
('small', 1.289394403008116)
('mailbased', 3.8238435918857316)
('archive', 2.1219878993122245)
('server', 1.6695210775922222)
('carries', 2.3766855605435127)
('archives', 2.3371770192598387)
('articles', 1.8152434201238141)
('files', 1.4466588048043136)
('information', 1.0359110581013795)
('send', 1.2744315820820975)
('mail', 1.3000971250741673)
('saying', 1.2785364754199076)
('help', 0.9339818706275432)
('atheismindex', 3.6989048552774317)
('back', 0.9180477115178631)
('reply', 1.5693760814186555)
('introduction', 2.2478864031219743)
('please', 0.8317321040987821)
('file', 1.3329491326117524)
('posting', 1.3559889381933463)
('april', 1.4801068571656941)
('begin', 1.8082044575785565)
('pgp', 1.9766823913077016)
('signed', 2.1426023545101445)
('message', 1.1827001205159149)
('article', 0.3414464696323959)
('provide', 1.454627734475589)
('general', 1.2740232186463647)
('whilst', 3.07051592522712)
('tried', 1.360448361672827)
('neutral', 2.332481898051459)
('possible', 1.1191212586606216)
('regarding', 1.6695210775922222)
('contentious', 3.0968448639494692)
('issues', 1.6344468660505134)
('always', 1.1573256113308508)
('remember', 1.2100017700096626)
('document', 1.9685263866897889)
('represents', 2.029123240068895)
('viewpoint', 2.4376419864849384)
('would', 0.41334754626965803)
('encourage', 2.2365068573784757)
('widely', 2.124873587549713)
('draw', 1.8238435918857316)
('conclusions', 2.193754876957526)
('relevant', 1.9373528667132498)
('listed', 1.9625083530007894)
('companion', 2.795814868285488)
('sense', 1.4011443441782978)
('cohesion', 3.999934850941413)
('progression', 2.9787455518714747)
('presented', 1.9829015116426325)
('imaginary', 2.869601082446407)
('conversation', 2.180390915399544)
('theist', 2.593394670507458)
('questions', 1.2953554012451136)
('asked', 1.467817734692609)
('cropped', 3.4558668065911373)
('repeatedly', 2.2440599952689215)
('since', 0.8699229012695087)
('newsgroup', 1.6695210775922222)
('created', 1.627943939476498)
('frequently', 2.004299656343863)
('answered', 2.1219878993122245)
('note', 1.2764791789062273)
('arguably', 2.8238435918857316)
('slanted', 3.4558668065911373)
('towards', 1.7985377266209615)
('answering', 2.420151254324603)
('posed', 2.709900239578895)
('reflect', 2.0629187434765988)
('actually', 1.0490833920528666)
('predominantly', 2.999934850941413)
('proselytize', 3.5228135962217504)
('talk', 1.4900605659366937)
('talking', 1.3940913118833238)
('primarily', 2.0808567585653392)
('religions', 2.0385137568749645)
('judaism', 2.494784872621507)
('islam', 2.0408934586203196)
('involve', 2.1486765022223375)
('superhuman', 3.5228135962217504)
('much', 0.7549159802036599)
('discussion', 1.4934298185365409)
('apply', 1.6935098233907255)
('characterized', 2.7568968022551186)
('absence', 2.3614455939867756)
('atheists', 1.8152434201238141)
('believe', 0.9349156368051588)
('exist', 1.5543306476678154)
('former', 1.739863462956338)
('referred', 2.0861209985576963)
('weak', 2.0131631166751682)
('position', 1.492753873681172)
('latter', 1.9934688086921812)
('strong', 1.578330924071582)
('important', 1.36394873914058)
('difference', 1.3834593370528474)
('two', 0.8068102525869514)
('scepticism', 3.221783600557769)
('disbelief', 2.853806815263175)
('fall', 1.6999919509186459)
('trap', 2.5527768195991936)
('assuming', 1.7304219067234967)
('others', 1.1423008657914049)
('limit', 1.9430299996049403)
('specific', 1.583294343603132)
('flatout', 3.5228135962217504)
('denials', 3.1870214942985573)
('isnt', 1.1499015932516439)
('disbelieving', 3.8238435918857316)
('thing', 0.9762709327436195)
('believing', 2.1078402482509326)
('doesnt', 0.9561797239727334)
('definitely', 1.8569200506873178)
('proposition', 2.6989048552774317)
('means', 1.208244201921295)
('something', 0.8610009106844893)
('equivalent', 2.0337931182023805)
('false', 1.7917623242742913)
('simply', 1.3278369930056955)
('brings', 2.2556418678187367)
('agnosticism', 3.154836810927156)
('term', 1.6766827507697257)
('coined', 3.154836810927156)
('professor', 2.2290828392992688)
('huxley', 3.6019948422693755)
('meeting', 2.0968448639494692)
('metaphysical', 2.958542165783188)
('defined', 1.894424666171439)
('someone', 0.9623091810266938)
('disclaimed', 3.5228135962217504)
('things', 0.9627076163591386)
('cause', 1.36394873914058)
('unknowable', 3.3978748596134505)
('thus', 1.4394304357463563)
('believes', 2.1023077596509716)
('words', 1.4305609413263671)
('slippery', 2.9787455518714747)
('language', 1.7682104676128965)
('inexact', 3.6989048552774317)
('beware', 2.545089990932903)
('someones', 2.3515748399604814)
('point', 0.9432205214250186)
('view', 1.4264830289059276)
('fact', 1.024962856643344)
('calls', 1.754422183127263)
('mean', 1.1237170103497707)
('referring', 2.026806997341714)
('shades', 3.022211245652565)
('meaning', 1.6860676305722595)
('generalize', 3.1870214942985573)
('say', 0.7913591419938381)
('dont', 0.5290835264152953)
('certainly', 1.3236986341781014)
('science', 1.0982041592121943)
('find', 0.9212968125717402)
('universe', 1.822398351011551)
('basis', 1.5816335596216675)
('justifications', 2.885991498634576)
('person', 1.218897912320281)
('chooses', 2.5685710867824256)
('ask', 1.2568172257266714)
('feel', 1.321416471901299)
('major', 1.4094273889328297)
('essentially', 1.9546118721547554)
('logically', 2.6107687665768804)
('impossible', 1.7824509067275067)
('could', 0.6887109405089569)
('evidence', 1.3609466915977309)
('prove', 1.6705369715803702)
('statement', 1.4900605659366937)
('prime', 2.1971611256494374)
('larger', 1.8522585267003142)
('numbers', 1.5466165108943752)
('course', 1.0522561110044764)
('deals', 2.323241241316546)
('welldefined', 3.221783600557769)
('objects', 2.008708775248918)
('obeying', 3.154836810927156)
('rules', 1.7890814856265198)
('universes', 2.9207536048937883)
('similarly', 2.1106331484351024)
('matter', 1.2822643479391507)
('debate', 1.8777189726685863)
('moment', 1.8296731355464555)
('provably', 3.6989048552774317)
('still', 0.8829952043906572)
('subtle', 2.657512170119207)
('reasons', 1.559813247753609)
('assume', 1.4900605659366937)
('show', 1.3155383725223924)
('assumption', 2.029123240068895)
('invalid', 2.545089990932903)
('finding', 1.9449389894122715)
('counterexample', 3.07051592522712)
('hand', 1.3589567935830809)
('question', 0.9462802926506655)
('showing', 1.8826635552856488)
('require', 1.687123024729325)
('exhaustive', 3.0456923415020882)
('search', 1.8296731355464555)
('places', 1.6400993686015248)
('might', 0.9185875431372804)
('found', 1.1598287564846552)
('impractical', 3.022211245652565)
('problem', 0.9242054512005142)
('largest', 2.3515748399604814)
('primes', 3.6989048552774317)
('therefore', 1.4729497823814173)
('generally', 1.6715552475026751)
('accepted', 1.8180912629966404)
('unless', 1.3376493352192829)
('follow', 1.623357893884901)
('rule', 1.6818715159786515)
('time', 0.6827075017649927)
('unicorns', 3.1870214942985573)
('though', 1.0748807306295702)
('cant', 0.9300818298277883)
('conclusively', 3.6019948422693755)
('anywhere', 1.8400670038488462)
